longitude,latitude
79.548691,9.178337
79.548691,9.205223
79.548691,9.232094
79.548691,9.258972
79.548691,9.285851
79.548691,9.312714
79.548691,9.339584
79.548691,9.366455
79.548691,9.393318
79.548691,9.420189
79.548691,9.447044
79.548691,9.473900
79.548691,9.500755
79.548691,9.527618
79.548691,9.554466
79.548691,9.581322
79.548691,9.608170
79.548691,9.635010
79.548691,9.661850
79.548691,9.688705
79.548691,9.715538
79.548691,9.742371
79.548691,9.769211
79.548691,9.796036
79.548691,9.822876
79.548691,9.849701
79.548691,9.876534
79.548691,9.903358
79.548691,9.930176
79.548691,9.957001
79.548691,9.983818
79.548691,10.010635
79.548691,10.037445
79.548691,10.064255
79.575920,5.722969
79.575920,5.750061
79.575920,5.777153
79.575920,5.804245
79.575920,5.831329
79.575920,5.858421
79.575920,5.885506
79.575920,5.912590
79.575920,5.939682
79.575920,5.966759
79.575920,5.993843
79.575920,6.020920
79.575920,6.047997
79.575920,6.075073
79.575920,6.102150
79.575920,6.129227
79.575920,6.156296
79.575920,6.183365
79.575920,6.210442
79.575920,6.237511
79.575920,6.264572
79.575920,6.291641
79.575920,6.318710
79.575920,6.345772
79.575920,6.372833
79.575920,6.399895
79.575920,6.426949
79.575920,6.454010
79.575920,6.481064
79.575920,6.508125
79.575920,6.535172
79.575920,6.562225
79.575920,6.589272
79.575920,6.616318
79.575920,6.643364
79.575920,6.670418
79.575920,6.697456
79.575920,6.724495
79.575920,6.751541
79.575920,6.778587
79.575920,6.805618
79.575920,6.832657
79.575920,6.859688
79.575920,6.886719
79.575920,6.913757
79.575920,6.940788
79.575920,6.967812
79.575920,6.994843
79.575920,7.021873
79.575920,7.048897
79.575920,7.075912
79.575920,7.102936
79.575920,7.129959
79.575920,7.156975
79.575920,7.183998
79.575920,7.211006
79.575920,7.238014
79.575920,7.265030
79.575920,7.292038
79.575920,7.319054
79.575920,7.346046
79.575920,7.373055
79.575920,7.400063
79.575920,7.427063
79.575920,7.454071
79.575920,7.481064
79.575920,7.508057
79.575920,7.535057
79.575920,7.562050
79.575920,7.589035
79.575920,7.616028
79.575920,7.643021
79.575920,7.670006
79.575920,7.696991
79.575920,7.723969
79.575920,7.750954
79.575920,7.777931
79.575920,7.804909
79.575920,7.831886
79.575920,7.858864
79.575920,7.885834
79.575920,7.912804
79.575920,7.939774
79.575920,7.966743
79.575920,7.993706
79.575920,8.020668
79.575920,8.047630
79.575920,8.074585
79.575920,8.101547
79.575920,8.128502
79.575920,8.155464
79.575920,8.182411
79.575920,8.209366
79.575920,8.236313
79.575920,8.263260
79.575920,8.290207
79.575920,8.317154
79.575920,8.344101
79.575920,8.371033
79.575920,8.397972
79.575920,8.424904
79.575920,8.451843
79.575920,8.478775
79.575920,8.505707
79.575920,8.532631
79.575920,8.559563
79.575920,8.586479
79.575920,8.613403
79.575920,8.640327
79.575920,8.667244
79.575920,8.694168
79.575920,8.721085
79.575920,8.747993
79.575920,8.774902
79.575920,8.801819
79.575920,8.828720
79.575920,8.855629
79.575920,8.882538
79.575920,8.909431
79.575920,8.936333
79.575920,8.963234
79.575920,8.990128
79.575920,9.017021
79.575920,9.043915
79.575920,9.070801
79.575920,9.097694
79.575920,9.124573
79.575920,9.151459
79.575920,9.178337
79.575920,9.205223
79.575920,9.232094
79.575920,9.258972
79.575920,9.285851
79.575920,9.312714
79.575920,9.339584
79.575920,9.366455
79.575920,9.393318
79.575920,9.420189
79.575920,9.447044
79.575920,9.473900
79.575920,9.500755
79.575920,9.527618
79.575920,9.554466
79.575920,9.581322
79.575920,9.608170
79.575920,9.635010
79.575920,9.661850
79.575920,9.688705
79.575920,9.715538
79.575920,9.742371
79.575920,9.769211
79.575920,9.796036
79.575920,9.822876
79.575920,9.849701
79.575920,9.876534
79.575920,9.903358
79.575920,9.930176
79.575920,9.957001
79.575920,9.983818
79.575920,10.010635
79.575920,10.037445
79.575920,10.064255
79.603149,5.722969
79.603149,5.750061
79.603149,5.777153
79.603149,5.804245
79.603149,5.831329
79.603149,5.858421
79.603149,5.885506
79.603149,5.912590
79.603149,5.939682
79.603149,5.966759
79.603149,5.993843
79.603149,6.020920
79.603149,6.047997
79.603149,6.075073
79.603149,6.102150
79.603149,6.129227
79.603149,6.156296
79.603149,6.183365
79.603149,6.210442
79.603149,6.237511
79.603149,6.264572
79.603149,6.291641
79.603149,6.318710
79.603149,6.345772
79.603149,6.372833
79.603149,6.399895
79.603149,6.426949
79.603149,6.454010
79.603149,6.481064
79.603149,6.508125
79.603149,6.535172
79.603149,6.562225
79.603149,6.589272
79.603149,6.616318
79.603149,6.643364
79.603149,6.670418
79.603149,6.697456
79.603149,6.724495
79.603149,6.751541
79.603149,6.778587
79.603149,6.805618
79.603149,6.832657
79.603149,6.859688
79.603149,6.886719
79.603149,6.913757
79.603149,6.940788
79.603149,6.967812
79.603149,6.994843
79.603149,7.021873
79.603149,7.048897
79.603149,7.075912
79.603149,7.102936
79.603149,7.129959
79.603149,7.156975
79.603149,7.183998
79.603149,7.211006
79.603149,7.238014
79.603149,7.265030
79.603149,7.292038
79.603149,7.319054
79.603149,7.346046
79.603149,7.373055
79.603149,7.400063
79.603149,7.427063
79.603149,7.454071
79.603149,7.481064
79.603149,7.508057
79.603149,7.535057
79.603149,7.562050
79.603149,7.589035
79.603149,7.616028
79.603149,7.643021
79.603149,7.670006
79.603149,7.696991
79.603149,7.723969
79.603149,7.750954
79.603149,7.777931
79.603149,7.804909
79.603149,7.831886
79.603149,7.858864
79.603149,7.885834
79.603149,7.912804
79.603149,7.939774
79.603149,7.966743
79.603149,7.993706
79.603149,8.020668
79.603149,8.047630
79.603149,8.074585
79.603149,8.101547
79.603149,8.128502
79.603149,8.155464
79.603149,8.182411
79.603149,8.209366
79.603149,8.236313
79.603149,8.263260
79.603149,8.290207
79.603149,8.317154
79.603149,8.344101
79.603149,8.371033
79.603149,8.397972
79.603149,8.424904
79.603149,8.451843
79.603149,8.478775
79.603149,8.505707
79.603149,8.532631
79.603149,8.559563
79.603149,8.586479
79.603149,8.613403
79.603149,8.640327
79.603149,8.667244
79.603149,8.694168
79.603149,8.721085
79.603149,8.747993
79.603149,8.774902
79.603149,8.801819
79.603149,8.828720
79.603149,8.855629
79.603149,8.882538
79.603149,8.909431
79.603149,8.936333
79.603149,8.963234
79.603149,8.990128
79.603149,9.017021
79.603149,9.043915
79.603149,9.070801
79.603149,9.097694
79.603149,9.124573
79.603149,9.151459
79.603149,9.178337
79.603149,9.205223
79.603149,9.232094
79.603149,9.258972
79.603149,9.285851
79.603149,9.312714
79.603149,9.339584
79.603149,9.366455
79.603149,9.393318
79.603149,9.420189
79.603149,9.447044
79.603149,9.473900
79.603149,9.500755
79.603149,9.527618
79.603149,9.554466
79.603149,9.581322
79.603149,9.608170
79.603149,9.635010
79.603149,9.661850
79.603149,9.688705
79.603149,9.715538
79.603149,9.742371
79.603149,9.769211
79.603149,9.796036
79.603149,9.822876
79.603149,9.849701
79.603149,9.876534
79.603149,9.903358
79.603149,9.930176
79.603149,9.957001
79.603149,9.983818
79.603149,10.010635
79.603149,10.037445
79.603149,10.064255
79.630379,5.722969
79.630379,5.750061
79.630379,5.777153
79.630379,5.804245
79.630379,5.831329
79.630379,5.858421
79.630379,5.885506
79.630379,5.912590
79.630379,5.939682
79.630379,5.966759
79.630379,5.993843
79.630379,6.020920
79.630379,6.047997
79.630379,6.075073
79.630379,6.102150
79.630379,6.129227
79.630379,6.156296
79.630379,6.183365
79.630379,6.210442
79.630379,6.237511
79.630379,6.264572
79.630379,6.291641
79.630379,6.318710
79.630379,6.345772
79.630379,6.372833
79.630379,6.399895
79.630379,6.426949
79.630379,6.454010
79.630379,6.481064
79.630379,6.508125
79.630379,6.535172
79.630379,6.562225
79.630379,6.589272
79.630379,6.616318
79.630379,6.643364
79.630379,6.670418
79.630379,6.697456
79.630379,6.724495
79.630379,6.751541
79.630379,6.778587
79.630379,6.805618
79.630379,6.832657
79.630379,6.859688
79.630379,6.886719
79.630379,6.913757
79.630379,6.940788
79.630379,6.967812
79.630379,6.994843
79.630379,7.021873
79.630379,7.048897
79.630379,7.075912
79.630379,7.102936
79.630379,7.129959
79.630379,7.156975
79.630379,7.183998
79.630379,7.211006
79.630379,7.238014
79.630379,7.265030
79.630379,7.292038
79.630379,7.319054
79.630379,7.346046
79.630379,7.373055
79.630379,7.400063
79.630379,7.427063
79.630379,7.454071
79.630379,7.481064
79.630379,7.508057
79.630379,7.535057
79.630379,7.562050
79.630379,7.589035
79.630379,7.616028
79.630379,7.643021
79.630379,7.670006
79.630379,7.696991
79.630379,7.723969
79.630379,7.750954
79.630379,7.777931
79.630379,7.804909
79.630379,7.831886
79.630379,7.858864
79.630379,7.885834
79.630379,7.912804
79.630379,7.939774
79.630379,7.966743
79.630379,7.993706
79.630379,8.020668
79.630379,8.047630
79.630379,8.074585
79.630379,8.101547
79.630379,8.128502
79.630379,8.155464
79.630379,8.182411
79.630379,8.209366
79.630379,8.236313
79.630379,8.263260
79.630379,8.290207
79.630379,8.317154
79.630379,8.344101
79.630379,8.371033
79.630379,8.397972
79.630379,8.424904
79.630379,8.451843
79.630379,8.478775
79.630379,8.505707
79.630379,8.532631
79.630379,8.559563
79.630379,8.586479
79.630379,8.613403
79.630379,8.640327
79.630379,8.667244
79.630379,8.694168
79.630379,8.721085
79.630379,8.747993
79.630379,8.774902
79.630379,8.801819
79.630379,8.828720
79.630379,8.855629
79.630379,8.882538
79.630379,8.909431
79.630379,8.936333
79.630379,8.963234
79.630379,8.990128
79.630379,9.017021
79.630379,9.043915
79.630379,9.070801
79.630379,9.097694
79.630379,9.124573
79.630379,9.151459
79.630379,9.178337
79.630379,9.205223
79.630379,9.232094
79.630379,9.258972
79.630379,9.285851
79.630379,9.312714
79.630379,9.339584
79.630379,9.366455
79.630379,9.393318
79.630379,9.420189
79.630379,9.447044
79.630379,9.473900
79.630379,9.500755
79.630379,9.527618
79.630379,9.554466
79.630379,9.581322
79.630379,9.608170
79.630379,9.635010
79.630379,9.661850
79.630379,9.688705
79.630379,9.715538
79.630379,9.742371
79.630379,9.769211
79.630379,9.796036
79.630379,9.822876
79.630379,9.849701
79.630379,9.876534
79.630379,9.903358
79.630379,9.930176
79.630379,9.957001
79.630379,9.983818
79.630379,10.010635
79.630379,10.037445
79.630379,10.064255
79.657608,5.722969
79.657608,5.750061
79.657608,5.777153
79.657608,5.804245
79.657608,5.831329
79.657608,5.858421
79.657608,5.885506
79.657608,5.912590
79.657608,5.939682
79.657608,5.966759
79.657608,5.993843
79.657608,6.020920
79.657608,6.047997
79.657608,6.075073
79.657608,6.102150
79.657608,6.129227
79.657608,6.156296
79.657608,6.183365
79.657608,6.210442
79.657608,6.237511
79.657608,6.264572
79.657608,6.291641
79.657608,6.318710
79.657608,6.345772
79.657608,6.372833
79.657608,6.399895
79.657608,6.426949
79.657608,6.454010
79.657608,6.481064
79.657608,6.508125
79.657608,6.535172
79.657608,6.562225
79.657608,6.589272
79.657608,6.616318
79.657608,6.643364
79.657608,6.670418
79.657608,6.697456
79.657608,6.724495
79.657608,6.751541
79.657608,6.778587
79.657608,6.805618
79.657608,6.832657
79.657608,6.859688
79.657608,6.886719
79.657608,6.913757
79.657608,6.940788
79.657608,6.967812
79.657608,6.994843
79.657608,7.021873
79.657608,7.048897
79.657608,7.075912
79.657608,7.102936
79.657608,7.129959
79.657608,7.156975
79.657608,7.183998
79.657608,7.211006
79.657608,7.238014
79.657608,7.265030
79.657608,7.292038
79.657608,7.319054
79.657608,7.346046
79.657608,7.373055
79.657608,7.400063
79.657608,7.427063
79.657608,7.454071
79.657608,7.481064
79.657608,7.508057
79.657608,7.535057
79.657608,7.562050
79.657608,7.589035
79.657608,7.616028
79.657608,7.643021
79.657608,7.670006
79.657608,7.696991
79.657608,7.723969
79.657608,7.750954
79.657608,7.777931
79.657608,7.804909
79.657608,7.831886
79.657608,7.858864
79.657608,7.885834
79.657608,7.912804
79.657608,7.939774
79.657608,7.966743
79.657608,7.993706
79.657608,8.020668
79.657608,8.047630
79.657608,8.074585
79.657608,8.101547
79.657608,8.128502
79.657608,8.155464
79.657608,8.182411
79.657608,8.209366
79.657608,8.236313
79.657608,8.263260
79.657608,8.290207
79.657608,8.317154
79.657608,8.344101
79.657608,8.371033
79.657608,8.397972
79.657608,8.424904
79.657608,8.451843
79.657608,8.478775
79.657608,8.505707
79.657608,8.532631
79.657608,8.559563
79.657608,8.586479
79.657608,8.613403
79.657608,8.640327
79.657608,8.667244
79.657608,8.694168
79.657608,8.721085
79.657608,8.747993
79.657608,8.774902
79.657608,8.801819
79.657608,8.828720
79.657608,8.855629
79.657608,8.882538
79.657608,8.909431
79.657608,8.936333
79.657608,8.963234
79.657608,8.990128
79.657608,9.017021
79.657608,9.043915
79.657608,9.070801
79.657608,9.097694
79.657608,9.124573
79.657608,9.151459
79.657608,9.178337
79.657608,9.205223
79.657608,9.232094
79.657608,9.258972
79.657608,9.285851
79.657608,9.312714
79.657608,9.339584
79.657608,9.366455
79.657608,9.393318
79.657608,9.420189
79.657608,9.447044
79.657608,9.473900
79.657608,9.500755
79.657608,9.527618
79.657608,9.554466
79.657608,9.581322
79.657608,9.608170
79.657608,9.635010
79.657608,9.661850
79.657608,9.688705
79.657608,9.715538
79.657608,9.742371
79.657608,9.769211
79.657608,9.796036
79.657608,9.822876
79.657608,9.849701
79.657608,9.876534
79.657608,9.903358
79.657608,9.930176
79.657608,9.957001
79.657608,9.983818
79.657608,10.010635
79.657608,10.037445
79.657608,10.064255
79.684837,5.722969
79.684837,5.750061
79.684837,5.777153
79.684837,5.804245
79.684837,5.831329
79.684837,5.858421
79.684837,5.885506
79.684837,5.912590
79.684837,5.939682
79.684837,5.966759
79.684837,5.993843
79.684837,6.020920
79.684837,6.047997
79.684837,6.075073
79.684837,6.102150
79.684837,6.129227
79.684837,6.156296
79.684837,6.183365
79.684837,6.210442
79.684837,6.237511
79.684837,6.264572
79.684837,6.291641
79.684837,6.318710
79.684837,6.345772
79.684837,6.372833
79.684837,6.399895
79.684837,6.426949
79.684837,6.454010
79.684837,6.481064
79.684837,6.508125
79.684837,6.535172
79.684837,6.562225
79.684837,6.589272
79.684837,6.616318
79.684837,6.643364
79.684837,6.670418
79.684837,6.697456
79.684837,6.724495
79.684837,6.751541
79.684837,6.778587
79.684837,6.805618
79.684837,6.832657
79.684837,6.859688
79.684837,6.886719
79.684837,6.913757
79.684837,6.940788
79.684837,6.967812
79.684837,6.994843
79.684837,7.021873
79.684837,7.048897
79.684837,7.075912
79.684837,7.102936
79.684837,7.129959
79.684837,7.156975
79.684837,7.183998
79.684837,7.211006
79.684837,7.238014
79.684837,7.265030
79.684837,7.292038
79.684837,7.319054
79.684837,7.346046
79.684837,7.373055
79.684837,7.400063
79.684837,7.427063
79.684837,7.454071
79.684837,7.481064
79.684837,7.508057
79.684837,7.535057
79.684837,7.562050
79.684837,7.589035
79.684837,7.616028
79.684837,7.643021
79.684837,7.670006
79.684837,7.696991
79.684837,7.723969
79.684837,7.750954
79.684837,7.777931
79.684837,7.804909
79.684837,7.831886
79.684837,7.858864
79.684837,7.885834
79.684837,7.912804
79.684837,7.939774
79.684837,7.966743
79.684837,7.993706
79.684837,8.020668
79.684837,8.047630
79.684837,8.074585
79.684837,8.101547
79.684837,8.128502
79.684837,8.155464
79.684837,8.182411
79.684837,8.209366
79.684837,8.236313
79.684837,8.263260
79.684837,8.290207
79.684837,8.317154
79.684837,8.344101
79.684837,8.371033
79.684837,8.397972
79.684837,8.424904
79.684837,8.451843
79.684837,8.478775
79.684837,8.505707
79.684837,8.532631
79.684837,8.559563
79.684837,8.586479
79.684837,8.613403
79.684837,8.640327
79.684837,8.667244
79.684837,8.694168
79.684837,8.721085
79.684837,8.747993
79.684837,8.774902
79.684837,8.801819
79.684837,8.828720
79.684837,8.855629
79.684837,8.882538
79.684837,8.909431
79.684837,8.936333
79.684837,8.963234
79.684837,8.990128
79.684837,9.017021
79.684837,9.043915
79.684837,9.070801
79.684837,9.097694
79.684837,9.124573
79.684837,9.151459
79.684837,9.178337
79.684837,9.205223
79.684837,9.232094
79.684837,9.258972
79.684837,9.285851
79.684837,9.312714
79.684837,9.339584
79.684837,9.366455
79.684837,9.393318
79.684837,9.420189
79.684837,9.447044
79.684837,9.473900
79.684837,9.500755
79.684837,9.527618
79.684837,9.554466
79.684837,9.581322
79.684837,9.608170
79.684837,9.635010
79.684837,9.661850
79.684837,9.688705
79.684837,9.715538
79.684837,9.742371
79.684837,9.769211
79.684837,9.796036
79.684837,9.822876
79.684837,9.849701
79.684837,9.876534
79.684837,9.903358
79.684837,9.930176
79.684837,9.957001
79.684837,9.983818
79.684837,10.010635
79.684837,10.037445
79.684837,10.064255
79.712067,5.722969
79.712067,5.750061
79.712067,5.777153
79.712067,5.804245
79.712067,5.831329
79.712067,5.858421
79.712067,5.885506
79.712067,5.912590
79.712067,5.939682
79.712067,5.966759
79.712067,5.993843
79.712067,6.020920
79.712067,6.047997
79.712067,6.075073
79.712067,6.102150
79.712067,6.129227
79.712067,6.156296
79.712067,6.183365
79.712067,6.210442
79.712067,6.237511
79.712067,6.264572
79.712067,6.291641
79.712067,6.318710
79.712067,6.345772
79.712067,6.372833
79.712067,6.399895
79.712067,6.426949
79.712067,6.454010
79.712067,6.481064
79.712067,6.508125
79.712067,6.535172
79.712067,6.562225
79.712067,6.589272
79.712067,6.616318
79.712067,6.643364
79.712067,6.670418
79.712067,6.697456
79.712067,6.724495
79.712067,6.751541
79.712067,6.778587
79.712067,6.805618
79.712067,6.832657
79.712067,6.859688
79.712067,6.886719
79.712067,6.913757
79.712067,6.940788
79.712067,6.967812
79.712067,6.994843
79.712067,7.021873
79.712067,7.048897
79.712067,7.075912
79.712067,7.102936
79.712067,7.129959
79.712067,7.156975
79.712067,7.183998
79.712067,7.211006
79.712067,7.238014
79.712067,7.265030
79.712067,7.292038
79.712067,7.319054
79.712067,7.346046
79.712067,7.373055
79.712067,7.400063
79.712067,7.427063
79.712067,7.454071
79.712067,7.481064
79.712067,7.508057
79.712067,7.535057
79.712067,7.562050
79.712067,7.589035
79.712067,7.616028
79.712067,7.643021
79.712067,7.670006
79.712067,7.696991
79.712067,7.723969
79.712067,7.750954
79.712067,7.777931
79.712067,7.804909
79.712067,7.831886
79.712067,7.858864
79.712067,7.885834
79.712067,7.912804
79.712067,7.939774
79.712067,7.966743
79.712067,7.993706
79.712067,8.020668
79.712067,8.047630
79.712067,8.074585
79.712067,8.101547
79.712067,8.128502
79.712067,8.155464
79.712067,8.182411
79.712067,8.209366
79.712067,8.236313
79.712067,8.263260
79.712067,8.290207
79.712067,8.317154
79.712067,8.344101
79.712067,8.371033
79.712067,8.397972
79.712067,8.424904
79.712067,8.451843
79.712067,8.478775
79.712067,8.505707
79.712067,8.532631
79.712067,8.559563
79.712067,8.586479
79.712067,8.613403
79.712067,8.640327
79.712067,8.667244
79.712067,8.694168
79.712067,8.721085
79.712067,8.747993
79.712067,8.774902
79.712067,8.801819
79.712067,8.828720
79.712067,8.855629
79.712067,8.882538
79.712067,8.909431
79.712067,8.936333
79.712067,8.963234
79.712067,8.990128
79.712067,9.017021
79.712067,9.043915
79.712067,9.070801
79.712067,9.097694
79.712067,9.124573
79.712067,9.151459
79.712067,9.178337
79.712067,9.205223
79.712067,9.232094
79.712067,9.258972
79.712067,9.285851
79.712067,9.312714
79.712067,9.339584
79.712067,9.366455
79.712067,9.393318
79.712067,9.420189
79.712067,9.447044
79.712067,9.473900
79.712067,9.500755
79.712067,9.527618
79.712067,9.554466
79.712067,9.581322
79.712067,9.608170
79.712067,9.635010
79.712067,9.661850
79.712067,9.688705
79.712067,9.715538
79.712067,9.742371
79.712067,9.769211
79.712067,9.796036
79.712067,9.822876
79.712067,9.849701
79.712067,9.876534
79.712067,9.903358
79.712067,9.930176
79.712067,9.957001
79.712067,9.983818
79.712067,10.010635
79.712067,10.037445
79.712067,10.064255
79.739296,5.722969
79.739296,5.750061
79.739296,5.777153
79.739296,5.804245
79.739296,5.831329
79.739296,5.858421
79.739296,5.885506
79.739296,5.912590
79.739296,5.939682
79.739296,5.966759
79.739296,5.993843
79.739296,6.020920
79.739296,6.047997
79.739296,6.075073
79.739296,6.102150
79.739296,6.129227
79.739296,6.156296
79.739296,6.183365
79.739296,6.210442
79.739296,6.237511
79.739296,6.264572
79.739296,6.291641
79.739296,6.318710
79.739296,6.345772
79.739296,6.372833
79.739296,6.399895
79.739296,6.426949
79.739296,6.454010
79.739296,6.481064
79.739296,6.508125
79.739296,6.535172
79.739296,6.562225
79.739296,6.589272
79.739296,6.616318
79.739296,6.643364
79.739296,6.670418
79.739296,6.697456
79.739296,6.724495
79.739296,6.751541
79.739296,6.778587
79.739296,6.805618
79.739296,6.832657
79.739296,6.859688
79.739296,6.886719
79.739296,6.913757
79.739296,6.940788
79.739296,6.967812
79.739296,6.994843
79.739296,7.021873
79.739296,7.048897
79.739296,7.075912
79.739296,7.102936
79.739296,7.129959
79.739296,7.156975
79.739296,7.183998
79.739296,7.211006
79.739296,7.238014
79.739296,7.265030
79.739296,7.292038
79.739296,7.319054
79.739296,7.346046
79.739296,7.373055
79.739296,7.400063
79.739296,7.427063
79.739296,7.454071
79.739296,7.481064
79.739296,7.508057
79.739296,7.535057
79.739296,7.562050
79.739296,7.589035
79.739296,7.616028
79.739296,7.643021
79.739296,7.670006
79.739296,7.696991
79.739296,7.723969
79.739296,7.750954
79.739296,7.777931
79.739296,7.804909
79.739296,7.831886
79.739296,7.858864
79.739296,7.885834
79.739296,7.912804
79.739296,7.939774
79.739296,7.966743
79.739296,7.993706
79.739296,8.020668
79.739296,8.047630
79.739296,8.074585
79.739296,8.101547
79.739296,8.128502
79.739296,8.155464
79.739296,8.182411
79.739296,8.209366
79.739296,8.236313
79.739296,8.263260
79.739296,8.290207
79.739296,8.317154
79.739296,8.344101
79.739296,8.371033
79.739296,8.397972
79.739296,8.424904
